fold,slice_file_name,class_name
1.강제추행(성범죄),1.강제추행(성범죄)_145065_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_18030_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_33645_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_143877_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_29321_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_23358_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_108229_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_147846_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_141773_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_30119_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_117237_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_29999_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_17982_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_28554_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_113748_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_143042_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_111117_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_115225_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_130849_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_114603_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_135246_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_114412_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_136103_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_130933_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_110660_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_117074_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_130582_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_112160_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_126627_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_118154_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_135231_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_105448_label.wav,강제추행(성범죄)
1.강제추행(성범죄),1.강제추행(성범죄)_35724_label.wav,강제추행(성범죄)
