fold,slice_file_name,class_name
3.절도범죄,3.절도범죄_271062_label.wav,절도범죄
3.절도범죄,3.절도범죄_48633_label.wav,절도범죄
3.절도범죄,3.절도범죄_277298_label.wav,절도범죄
3.절도범죄,3.절도범죄_46817_label.wav,절도범죄
3.절도범죄,3.절도범죄_277675_label.wav,절도범죄
3.절도범죄,3.절도범죄_284387_label.wav,절도범죄
3.절도범죄,3.절도범죄_285069_label.wav,절도범죄
3.절도범죄,3.절도범죄_580469_label.wav,절도범죄
3.절도범죄,3.절도범죄_47150_label.wav,절도범죄
3.절도범죄,3.절도범죄_577659_label.wav,절도범죄
3.절도범죄,3.절도범죄_576737_label.wav,절도범죄
3.절도범죄,3.절도범죄_579851_label.wav,절도범죄
3.절도범죄,3.절도범죄_585166_label.wav,절도범죄
3.절도범죄,3.절도범죄_577538_label.wav,절도범죄
3.절도범죄,3.절도범죄_582416_label.wav,절도범죄
3.절도범죄,3.절도범죄_49805_label.wav,절도범죄
3.절도범죄,3.절도범죄_575392_label.wav,절도범죄
3.절도범죄,3.절도범죄_578077_label.wav,절도범죄
3.절도범죄,3.절도범죄_576523_label.wav,절도범죄
3.절도범죄,3.절도범죄_278630_label.wav,절도범죄
3.절도범죄,3.절도범죄_281601_label.wav,절도범죄
3.절도범죄,3.절도범죄_275852_label.wav,절도범죄
3.절도범죄,3.절도범죄_581543_label.wav,절도범죄
3.절도범죄,3.절도범죄_577690_label.wav,절도범죄
3.절도범죄,3.절도범죄_585947_label.wav,절도범죄
3.절도범죄,3.절도범죄_280267_label.wav,절도범죄
3.절도범죄,3.절도범죄_48494_label.wav,절도범죄
3.절도범죄,3.절도범죄_281343_label.wav,절도범죄
3.절도범죄,3.절도범죄_653909_label.wav,절도범죄
3.절도범죄,3.절도범죄_281653_label.wav,절도범죄
3.절도범죄,3.절도범죄_584199_label.wav,절도범죄
3.절도범죄,3.절도범죄_575699_label.wav,절도범죄
3.절도범죄,3.절도범죄_47375_label.wav,절도범죄
3.절도범죄,3.절도범죄_585941_label.wav,절도범죄
3.절도범죄,3.절도범죄_581163_label.wav,절도범죄
3.절도범죄,3.절도범죄_578975_label.wav,절도범죄
3.절도범죄,3.절도범죄_580952_label.wav,절도범죄
3.절도범죄,3.절도범죄_271810_label.wav,절도범죄
3.절도범죄,3.절도범죄_285421_label.wav,절도범죄
3.절도범죄,3.절도범죄_586488_label.wav,절도범죄
3.절도범죄,3.절도범죄_48343_label.wav,절도범죄
3.절도범죄,3.절도범죄_575761_label.wav,절도범죄
3.절도범죄,3.절도범죄_581088_label.wav,절도범죄
3.절도범죄,3.절도범죄_48994_label.wav,절도범죄
3.절도범죄,3.절도범죄_580407_label.wav,절도범죄
3.절도범죄,3.절도범죄_581379_label.wav,절도범죄
3.절도범죄,3.절도범죄_653492_label.wav,절도범죄
3.절도범죄,3.절도범죄_577548_label.wav,절도범죄
3.절도범죄,3.절도범죄_586082_label.wav,절도범죄
3.절도범죄,3.절도범죄_581768_label.wav,절도범죄
3.절도범죄,3.절도범죄_49879_label.wav,절도범죄
3.절도범죄,3.절도범죄_271207_label.wav,절도범죄
3.절도범죄,3.절도범죄_587152_label.wav,절도범죄
3.절도범죄,3.절도범죄_581895_label.wav,절도범죄
3.절도범죄,3.절도범죄_578354_label.wav,절도범죄
3.절도범죄,3.절도범죄_577882_label.wav,절도범죄
3.절도범죄,3.절도범죄_276772_label.wav,절도범죄
3.절도범죄,3.절도범죄_581660_label.wav,절도범죄
3.절도범죄,3.절도범죄_583388_label.wav,절도범죄
3.절도범죄,3.절도범죄_271543_label.wav,절도범죄
3.절도범죄,3.절도범죄_584545_label.wav,절도범죄
3.절도범죄,3.절도범죄_583287_label.wav,절도범죄
3.절도범죄,3.절도범죄_583417_label.wav,절도범죄
3.절도범죄,3.절도범죄_275982_label.wav,절도범죄
3.절도범죄,3.절도범죄_270896_label.wav,절도범죄
3.절도범죄,3.절도범죄_277723_label.wav,절도범죄
