fold,slice_file_name,class_name
16.실외,16.실외_673851_label.wav,실외
16.실외,16.실외_662423_label.wav,실외
16.실외,16.실외_549760_label.wav,실외
16.실외,16.실외_549685_label.wav,실외
16.실외,16.실외_545260_label.wav,실외
16.실외,16.실외_676698_label.wav,실외
16.실외,16.실외_674982_label.wav,실외
16.실외,16.실외_677226_label.wav,실외
16.실외,16.실외_674179_label.wav,실외
16.실외,16.실외_662460_label.wav,실외
16.실외,16.실외_676621_label.wav,실외
16.실외,16.실외_674735_label.wav,실외
16.실외,16.실외_549793_label.wav,실외
16.실외,16.실외_676555_label.wav,실외
16.실외,16.실외_674611_label.wav,실외
16.실외,16.실외_656685_label.wav,실외
16.실외,16.실외_676536_label.wav,실외
16.실외,16.실외_662260_label.wav,실외
16.실외,16.실외_676832_label.wav,실외
16.실외,16.실외_662418_label.wav,실외
16.실외,16.실외_656409_label.wav,실외
16.실외,16.실외_656548_label.wav,실외
16.실외,16.실외_674576_label.wav,실외
16.실외,16.실외_677976_label.wav,실외
16.실외,16.실외_674720_label.wav,실외
16.실외,16.실외_531596_label.wav,실외
16.실외,16.실외_550384_label.wav,실외
16.실외,16.실외_662314_label.wav,실외
16.실외,16.실외_673965_label.wav,실외
16.실외,16.실외_673962_label.wav,실외
16.실외,16.실외_550532_label.wav,실외
16.실외,16.실외_660564_label.wav,실외
16.실외,16.실외_676895_label.wav,실외
16.실외,16.실외_659980_label.wav,실외
16.실외,16.실외_674303_label.wav,실외
16.실외,16.실외_531617_label.wav,실외
16.실외,16.실외_658081_label.wav,실외
16.실외,16.실외_676809_label.wav,실외
16.실외,16.실외_677201_label.wav,실외
16.실외,16.실외_676540_label.wav,실외
16.실외,16.실외_662300_label.wav,실외
16.실외,16.실외_677042_label.wav,실외
16.실외,16.실외_550159_label.wav,실외
16.실외,16.실외_656188_label.wav,실외
16.실외,16.실외_549386_label.wav,실외
16.실외,16.실외_676622_label.wav,실외
16.실외,16.실외_561098_label.wav,실외
16.실외,16.실외_677243_label.wav,실외
16.실외,16.실외_549800_label.wav,실외
16.실외,16.실외_676472_label.wav,실외
16.실외,16.실외_658000_label.wav,실외
16.실외,16.실외_531749_label.wav,실외
16.실외,16.실외_676344_label.wav,실외
16.실외,16.실외_677155_label.wav,실외
16.실외,16.실외_549841_label.wav,실외
16.실외,16.실외_677045_label.wav,실외
16.실외,16.실외_676757_label.wav,실외
16.실외,16.실외_676854_label.wav,실외
16.실외,16.실외_531991_label.wav,실외
16.실외,16.실외_662590_label.wav,실외
