fold,slice_file_name,class_name
14.도움요청,14.도움요청_780304_label.wav,도움요청
14.도움요청,14.도움요청_786677_label.wav,도움요청
14.도움요청,14.도움요청_793762_label.wav,도움요청
14.도움요청,14.도움요청_794001_label.wav,도움요청
14.도움요청,14.도움요청_793975_label.wav,도움요청
14.도움요청,14.도움요청_793978_label.wav,도움요청
14.도움요청,14.도움요청_800390_label.wav,도움요청
14.도움요청,14.도움요청_800180_label.wav,도움요청
14.도움요청,14.도움요청_800516_label.wav,도움요청
14.도움요청,14.도움요청_800513_label.wav,도움요청
14.도움요청,14.도움요청_800364_label.wav,도움요청
14.도움요청,14.도움요청_800506_label.wav,도움요청
14.도움요청,14.도움요청_800528_label.wav,도움요청
14.도움요청,14.도움요청_800556_label.wav,도움요청
14.도움요청,14.도움요청_800335_label.wav,도움요청
14.도움요청,14.도움요청_800712_label.wav,도움요청
14.도움요청,14.도움요청_800786_label.wav,도움요청
14.도움요청,14.도움요청_800783_label.wav,도움요청
14.도움요청,14.도움요청_800818_label.wav,도움요청
14.도움요청,14.도움요청_800856_label.wav,도움요청
14.도움요청,14.도움요청_800893_label.wav,도움요청
14.도움요청,14.도움요청_800883_label.wav,도움요청
14.도움요청,14.도움요청_800940_label.wav,도움요청
14.도움요청,14.도움요청_800944_label.wav,도움요청
14.도움요청,14.도움요청_801035_label.wav,도움요청
14.도움요청,14.도움요청_800963_label.wav,도움요청
14.도움요청,14.도움요청_801066_label.wav,도움요청
14.도움요청,14.도움요청_801246_label.wav,도움요청
14.도움요청,14.도움요청_801248_label.wav,도움요청
14.도움요청,14.도움요청_801258_label.wav,도움요청
14.도움요청,14.도움요청_801085_label.wav,도움요청
14.도움요청,14.도움요청_801345_label.wav,도움요청
14.도움요청,14.도움요청_801271_label.wav,도움요청
14.도움요청,14.도움요청_801614_label.wav,도움요청
14.도움요청,14.도움요청_801559_label.wav,도움요청
14.도움요청,14.도움요청_801581_label.wav,도움요청
14.도움요청,14.도움요청_801563_label.wav,도움요청
14.도움요청,14.도움요청_801579_label.wav,도움요청
14.도움요청,14.도움요청_801649_label.wav,도움요청
14.도움요청,14.도움요청_801528_label.wav,도움요청
14.도움요청,14.도움요청_801532_label.wav,도움요청
14.도움요청,14.도움요청_801639_label.wav,도움요청
14.도움요청,14.도움요청_801673_label.wav,도움요청
14.도움요청,14.도움요청_801941_label.wav,도움요청
14.도움요청,14.도움요청_801907_label.wav,도움요청
14.도움요청,14.도움요청_801809_label.wav,도움요청
14.도움요청,14.도움요청_801814_label.wav,도움요청
14.도움요청,14.도움요청_802048_label.wav,도움요청
14.도움요청,14.도움요청_802131_label.wav,도움요청
14.도움요청,14.도움요청_802168_label.wav,도움요청
14.도움요청,14.도움요청_802323_label.wav,도움요청
14.도움요청,14.도움요청_808738_label.wav,도움요청
14.도움요청,14.도움요청_808744_label.wav,도움요청
14.도움요청,14.도움요청_499196_label.wav,도움요청
14.도움요청,14.도움요청_508458_label.wav,도움요청
14.도움요청,14.도움요청_499143_label.wav,도움요청
14.도움요청,14.도움요청_499112_label.wav,도움요청
14.도움요청,14.도움요청_499160_label.wav,도움요청
14.도움요청,14.도움요청_499127_label.wav,도움요청
14.도움요청,14.도움요청_560101_label.wav,도움요청
14.도움요청,14.도움요청_499035_label.wav,도움요청
14.도움요청,14.도움요청_499122_label.wav,도움요청
14.도움요청,14.도움요청_499070_label.wav,도움요청
14.도움요청,14.도움요청_499046_label.wav,도움요청
14.도움요청,14.도움요청_499029_label.wav,도움요청
14.도움요청,14.도움요청_508534_label.wav,도움요청
14.도움요청,14.도움요청_508385_label.wav,도움요청
14.도움요청,14.도움요청_499103_label.wav,도움요청
14.도움요청,14.도움요청_499052_label.wav,도움요청
14.도움요청,14.도움요청_508304_label.wav,도움요청
14.도움요청,14.도움요청_508426_label.wav,도움요청
14.도움요청,14.도움요청_499157_label.wav,도움요청
14.도움요청,14.도움요청_499163_label.wav,도움요청
14.도움요청,14.도움요청_499142_label.wav,도움요청
14.도움요청,14.도움요청_499165_label.wav,도움요청
14.도움요청,14.도움요청_508205_label.wav,도움요청
14.도움요청,14.도움요청_499060_label.wav,도움요청
14.도움요청,14.도움요청_499148_label.wav,도움요청
14.도움요청,14.도움요청_508291_label.wav,도움요청
14.도움요청,14.도움요청_499154_label.wav,도움요청
14.도움요청,14.도움요청_508470_label.wav,도움요청
14.도움요청,14.도움요청_508375_label.wav,도움요청
14.도움요청,14.도움요청_508302_label.wav,도움요청
14.도움요청,14.도움요청_508343_label.wav,도움요청
14.도움요청,14.도움요청_508469_label.wav,도움요청
14.도움요청,14.도움요청_508216_label.wav,도움요청
14.도움요청,14.도움요청_508518_label.wav,도움요청
14.도움요청,14.도움요청_508490_label.wav,도움요청
14.도움요청,14.도움요청_508477_label.wav,도움요청
14.도움요청,14.도움요청_508454_label.wav,도움요청
14.도움요청,14.도움요청_508411_label.wav,도움요청
14.도움요청,14.도움요청_555649_label.wav,도움요청
14.도움요청,14.도움요청_806722_label.wav,도움요청
14.도움요청,14.도움요청_761751_label.wav,도움요청
14.도움요청,14.도움요청_784087_label.wav,도움요청
14.도움요청,14.도움요청_802032_label.wav,도움요청
14.도움요청,14.도움요청_767982_label.wav,도움요청
14.도움요청,14.도움요청_761361_label.wav,도움요청
14.도움요청,14.도움요청_788963_label.wav,도움요청
14.도움요청,14.도움요청_508213_label.wav,도움요청
14.도움요청,14.도움요청_776097_label.wav,도움요청
14.도움요청,14.도움요청_783817_label.wav,도움요청
14.도움요청,14.도움요청_787663_label.wav,도움요청
14.도움요청,14.도움요청_762728_label.wav,도움요청
14.도움요청,14.도움요청_508399_label.wav,도움요청
14.도움요청,14.도움요청_759100_label.wav,도움요청
14.도움요청,14.도움요청_785016_label.wav,도움요청
14.도움요청,14.도움요청_807101_label.wav,도움요청
14.도움요청,14.도움요청_767586_label.wav,도움요청
14.도움요청,14.도움요청_781686_label.wav,도움요청
14.도움요청,14.도움요청_499069_label.wav,도움요청
14.도움요청,14.도움요청_789313_label.wav,도움요청
14.도움요청,14.도움요청_759485_label.wav,도움요청
14.도움요청,14.도움요청_760974_label.wav,도움요청
14.도움요청,14.도움요청_808754_label.wav,도움요청
14.도움요청,14.도움요청_783683_label.wav,도움요청
14.도움요청,14.도움요청_789126_label.wav,도움요청
14.도움요청,14.도움요청_767474_label.wav,도움요청
14.도움요청,14.도움요청_780451_label.wav,도움요청
